Hotel_Name,Locality,Price,Rating,Score,Review,Link
Hotel Jamila palace,"South Mumbai, Mumbai",350,N/A,N/A,N/A,https://www.booking.com/hotel/in/jamila-palace.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsKU5L4GwAIB0gIkNTU4ZjQzOGItZjE5Yy00YzA5LTk4MjQtYTIyNDk2OTI5NzVl2AIF4AIB&sid=09a56be760ee16d1d27e38fa6908bba1&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-02&checkout=2025-04-03&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=11&sr_order=popularity&srpvid=17e2298ea3d80121&srepoch=1742277277&all_sr_blocks=1378031001_409923546_32_0_0&highlighted_blocks=1378031001_409923546_32_0_0&matching_block_id=1378031001_409923546_32_0_0&sr_pri_blocks=1378031001_409923546_32_0_0__35000&from=searchresults
Ginger Mumbai Airport,"Western Suburbs, Mumbai","6,499",Good,7.3,"1,086",https://www.booking.com/hotel/in/ginger-mumbai-airport.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsKU5L4GwAIB0gIkNTU4ZjQzOGItZjE5Yy00YzA5LTk4MjQtYTIyNDk2OTI5NzVl2AIF4AIB&sid=09a56be760ee16d1d27e38fa6908bba1&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-02&checkout=2025-04-03&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&srpvid=17e2298ea3d80121&srepoch=1742277277&all_sr_blocks=1050137901_379553651_0_42_0&highlighted_blocks=1050137901_379553651_0_42_0&matching_block_id=1050137901_379553651_0_42_0&sr_pri_blocks=1050137901_379553651_0_42_0__649900&from=searchresults
Raheja Exotica The Ocean City,"Western Suburbs, Mumbai","2,284",N/A,N/A,N/A,https://www.booking.com/hotel/in/raheja-exotica-the-ocean-city.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsKU5L4GwAIB0gIkNTU4ZjQzOGItZjE5Yy00YzA5LTk4MjQtYTIyNDk2OTI5NzVl2AIF4AIB&sid=09a56be760ee16d1d27e38fa6908bba1&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-02&checkout=2025-04-03&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=13&sr_order=popularity&srpvid=17e2298ea3d80121&srepoch=1742277277&all_sr_blocks=1375663501_409709209_2_0_0&highlighted_blocks=1375663501_409709209_2_0_0&matching_block_id=1375663501_409709209_2_0_0&sr_pri_blocks=1375663501_409709209_2_0_0__228375&from=searchresults
ibis Mumbai Airport - An Accor Brand,"Western Suburbs, Mumbai","6,250",Review score,6.4,"1,269",https://www.booking.com/hotel/in/ibis-mumbai.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsKU5L4GwAIB0gIkNTU4ZjQzOGItZjE5Yy00YzA5LTk4MjQtYTIyNDk2OTI5NzVl2AIF4AIB&sid=09a56be760ee16d1d27e38fa6908bba1&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-02&checkout=2025-04-03&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&srpvid=17e2298ea3d80121&srepoch=1742277277&all_sr_blocks=27389701_95454359_2_42_0&highlighted_blocks=27389701_95454359_2_42_0&matching_block_id=27389701_95454359_2_42_0&sr_pri_blocks=27389701_95454359_2_42_0__625000&from=searchresults
"The Gordon House Hotel, Colaba","Colaba, Mumbai","8,473",Good,7.9,674,https://www.booking.com/hotel/in/the-gordon-house-mumbai.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsKU5L4GwAIB0gIkNTU4ZjQzOGItZjE5Yy00YzA5LTk4MjQtYTIyNDk2OTI5NzVl2AIF4AIB&sid=09a56be760ee16d1d27e38fa6908bba1&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-02&checkout=2025-04-03&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&srpvid=17e2298ea3d80121&srepoch=1742277277&all_sr_blocks=122362801_404754908_2_1_0_666882&highlighted_blocks=122362801_404754908_2_1_0_666882&matching_block_id=122362801_404754908_2_1_0_666882&sr_pri_blocks=122362801_404754908_2_1_0_666882_847275&from=searchresults
Hilton Mumbai International Airport Hotel,"Western Suburbs, Mumbai","11,050",Fabulous,8.7,"1,687",https://www.booking.com/hotel/in/hilton-mumbai-international-airport.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsKU5L4GwAIB0gIkNTU4ZjQzOGItZjE5Yy00YzA5LTk4MjQtYTIyNDk2OTI5NzVl2AIF4AIB&sid=09a56be760ee16d1d27e38fa6908bba1&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-02&checkout=2025-04-03&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&srpvid=17e2298ea3d80121&srepoch=1742277277&all_sr_blocks=28362401_94393093_2_42_0&highlighted_blocks=28362401_94393093_2_42_0&matching_block_id=28362401_94393093_2_42_0&sr_pri_blocks=28362401_94393093_2_42_0__1105000&from_sustainable_property_sr=1&from=searchresults
Trident Nariman Point,"South Mumbai, Mumbai","18,500",Fabulous,8.8,"4,602",https://www.booking.com/hotel/in/trident-nariman-point.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsKU5L4GwAIB0gIkNTU4ZjQzOGItZjE5Yy00YzA5LTk4MjQtYTIyNDk2OTI5NzVl2AIF4AIB&sid=09a56be760ee16d1d27e38fa6908bba1&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-02&checkout=2025-04-03&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&srpvid=17e2298ea3d80121&srepoch=1742277277&all_sr_blocks=7879403_364831139_2_2_0&highlighted_blocks=7879403_364831139_2_2_0&matching_block_id=7879403_364831139_2_2_0&sr_pri_blocks=7879403_364831139_2_2_0__1850000&from=searchresults
Treebo Premium Widlor Boutique,"Western Suburbs, Mumbai","4,317",Good,7.2,159,https://www.booking.com/hotel/in/treebo-tryst-widlor-boutique.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsKU5L4GwAIB0gIkNTU4ZjQzOGItZjE5Yy00YzA5LTk4MjQtYTIyNDk2OTI5NzVl2AIF4AIB&sid=09a56be760ee16d1d27e38fa6908bba1&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-02&checkout=2025-04-03&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&srpvid=17e2298ea3d80121&srepoch=1742277277&all_sr_blocks=909360802_400593079_2_1_0_34964&highlighted_blocks=909360802_400593079_2_1_0_34964&matching_block_id=909360802_400593079_2_1_0_34964&sr_pri_blocks=909360802_400593079_2_1_0_34964_431697&from=searchresults
The Falcon Inn,"South Mumbai, Mumbai","4,040",Exceptional,10,4,https://www.booking.com/hotel/in/the-falcon-inn.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsKU5L4GwAIB0gIkNTU4ZjQzOGItZjE5Yy00YzA5LTk4MjQtYTIyNDk2OTI5NzVl2AIF4AIB&sid=09a56be760ee16d1d27e38fa6908bba1&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-02&checkout=2025-04-03&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&srpvid=17e2298ea3d80121&srepoch=1742277277&all_sr_blocks=1367258005_409334260_2_41_0&highlighted_blocks=1367258005_409334260_2_41_0&matching_block_id=1367258005_409334260_2_41_0&sr_pri_blocks=1367258005_409334260_2_41_0__404000&from=searchresults
Vibes Inn Juhu,"Juhu, Mumbai","3,500",Review score,5.8,58,https://www.booking.com/hotel/in/vibes-inn-mumbai1.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsKU5L4GwAIB0gIkNTU4ZjQzOGItZjE5Yy00YzA5LTk4MjQtYTIyNDk2OTI5NzVl2AIF4AIB&sid=09a56be760ee16d1d27e38fa6908bba1&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-02&checkout=2025-04-03&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&srpvid=17e2298ea3d80121&srepoch=1742277277&all_sr_blocks=1324746403_405111183_2_1_0&highlighted_blocks=1324746403_405111183_2_1_0&matching_block_id=1324746403_405111183_2_1_0&sr_pri_blocks=1324746403_405111183_2_1_0__350000&from=searchresults
Sun-n-Sand Mumbai Juhu Beach,"Juhu, Mumbai","9,979",Good,7.6,731,https://www.booking.com/hotel/in/sun-n-sand-mumbai.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsKU5L4GwAIB0gIkNTU4ZjQzOGItZjE5Yy00YzA5LTk4MjQtYTIyNDk2OTI5NzVl2AIF4AIB&sid=09a56be760ee16d1d27e38fa6908bba1&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-02&checkout=2025-04-03&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&srpvid=17e2298ea3d80121&srepoch=1742277277&all_sr_blocks=25210401_212577763_2_2_0&highlighted_blocks=25210401_212577763_2_2_0&matching_block_id=25210401_212577763_2_2_0&sr_pri_blocks=25210401_212577763_2_2_0__997900&from=searchresults
Indie Stays Mumbai International Airport,"Western Suburbs, Mumbai","4,050",Good,7.2,9,https://www.booking.com/hotel/in/indie-stays-international-airport-marol.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsKU5L4GwAIB0gIkNTU4ZjQzOGItZjE5Yy00YzA5LTk4MjQtYTIyNDk2OTI5NzVl2AIF4AIB&sid=09a56be760ee16d1d27e38fa6908bba1&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-02&checkout=2025-04-03&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&srpvid=17e2298ea3d80121&srepoch=1742277277&all_sr_blocks=1313631404_404135607_2_0_0&highlighted_blocks=1313631404_404135607_2_0_0&matching_block_id=1313631404_404135607_2_0_0&sr_pri_blocks=1313631404_404135607_2_0_0__405000&from=searchresults
Grand Hyatt Mumbai Hotel and Residences,"Santacruz, Mumbai","12,500",Very good,8.0,"1,741",https://www.booking.com/hotel/in/grand-hyatt.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsKU5L4GwAIB0gIkNTU4ZjQzOGItZjE5Yy00YzA5LTk4MjQtYTIyNDk2OTI5NzVl2AIF4AIB&sid=09a56be760ee16d1d27e38fa6908bba1&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-02&checkout=2025-04-03&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=23&sr_order=popularity&srpvid=17e2298ea3d80121&srepoch=1742277277&all_sr_blocks=39041917_406308889_2_42_0&highlighted_blocks=39041917_406308889_2_42_0&matching_block_id=39041917_406308889_2_42_0&sr_pri_blocks=39041917_406308889_2_42_0__1250000&from=searchresults
Hotel Suba Galaxy Mumbai,"Western Suburbs, Mumbai","6,849",Very good,8.0,710,https://www.booking.com/hotel/in/suba-galaxy.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsKU5L4GwAIB0gIkNTU4ZjQzOGItZjE5Yy00YzA5LTk4MjQtYTIyNDk2OTI5NzVl2AIF4AIB&sid=09a56be760ee16d1d27e38fa6908bba1&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-02&checkout=2025-04-03&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=24&sr_order=popularity&srpvid=17e2298ea3d80121&srepoch=1742277277&all_sr_blocks=32855301_402814644_2_42_0&highlighted_blocks=32855301_402814644_2_42_0&matching_block_id=32855301_402814644_2_42_0&sr_pri_blocks=32855301_402814644_2_42_0__684855&from=searchresults
Hotel Ananta,"Western Suburbs, Mumbai","1,656",N/A,N/A,N/A,https://www.booking.com/hotel/in/ananta-mumbai1.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsKU5L4GwAIB0gIkNTU4ZjQzOGItZjE5Yy00YzA5LTk4MjQtYTIyNDk2OTI5NzVl2AIF4AIB&sid=09a56be760ee16d1d27e38fa6908bba1&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-02&checkout=2025-04-03&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&srpvid=17e2298ea3d80121&srepoch=1742277277&all_sr_blocks=1376375801_409837711_2_0_0&highlighted_blocks=1376375801_409837711_2_0_0&matching_block_id=1376375801_409837711_2_0_0&sr_pri_blocks=1376375801_409837711_2_0_0__165600&from=searchresults
Rodas An Ecotel Hotel,"Powai, Mumbai","11,763",Very good,8.2,421,https://www.booking.com/hotel/in/rodas-an-ecotel.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsKU5L4GwAIB0gIkNTU4ZjQzOGItZjE5Yy00YzA5LTk4MjQtYTIyNDk2OTI5NzVl2AIF4AIB&sid=09a56be760ee16d1d27e38fa6908bba1&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-02&checkout=2025-04-03&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=26&hapos=26&sr_order=popularity&srpvid=17e2298ea3d80121&srepoch=1742277277&all_sr_blocks=26974101_95201598_2_42_0&highlighted_blocks=26974101_95201598_2_42_0&matching_block_id=26974101_95201598_2_42_0&sr_pri_blocks=26974101_95201598_2_42_0__1176309&from=searchresults
The Resort,"Western Suburbs, Mumbai","6,934",Good,7.7,"1,014",https://www.booking.com/hotel/in/the-resort.en-gb.html?label=gen173nr-1BCAEoggI46AdIM1gEaGyIAQGYAQm4ARfIAQzYAQHoAQGIAgGoAgO4AsKU5L4GwAIB0gIkNTU4ZjQzOGItZjE5Yy00YzA5LTk4MjQtYTIyNDk2OTI5NzVl2AIF4AIB&sid=09a56be760ee16d1d27e38fa6908bba1&aid=304142&ucfs=1&arphpl=1&checkin=2025-04-02&checkout=2025-04-03&dest_id=-2092174&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=27&hapos=27&sr_order=popularity&srpvid=17e2298ea3d80121&srepoch=1742277277&all_sr_blocks=42048701_399385679_2_41_0_830697&highlighted_blocks=42048701_399385679_2_41_0_830697&matching_block_id=42048701_399385679_2_41_0_830697&sr_pri_blocks=42048701_399385679_2_41_0_830697_693405&from=searchresults
